province,city,city_code,station,station_code,lon,lat,pm2_5_24h,pubtime
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,32,2021/1/16 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,49,2021/1/17 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,31,2021/1/18 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,37,2021/1/19 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,82,2021/1/20 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,121,2021/1/21 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,103,2021/1/22 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,62,2021/1/23 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,115,2021/1/24 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,152,2021/1/25 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,181,2021/1/26 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,127,2021/1/27 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,27,2021/1/28 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,43,2021/1/29 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,93,2021/1/30 0:00
山东省,滨州市,371600,北中新校,1630A,117.9776,37.393,127,2021/1/31 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,83,2020/11/1 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,34,2020/11/2 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,21,2020/11/3 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,36,2020/11/4 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,43,2020/11/5 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,43,2020/11/6 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,44,2020/11/7 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,9,2020/11/8 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,33,2020/11/9 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,66,2020/11/10 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,75,2020/11/11 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,67,2020/11/12 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,88,2020/11/13 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,80,2020/11/14 0:00
山东省,德州市,371400,儿童乐园,1622A,116.3032,37.4674,99,2020/11/15 0:00
